text_clean,text_preprocess
congratulations bapak prabowo dan bapak gibran allah merahmati bawa indonesia menjadi negara yang sejahtera aman dan nyaman ,"['congratulations', 'prabowo', 'gibran', 'allah', 'rahmat', 'bawa', 'indonesia', 'negara', 'sejahtera', 'aman', 'nyaman']"
pak jokowi sehat selalu,"['jokowi', 'sehat']"
iya allah semoga bpak prabowo menjadi presiden  yg bisa tegas terhadap para koruptor,"['iya', 'allah', 'moga', 'bpak', 'prabowo', 'presiden', 'yg', 'koruptor']"
ngapain bobon jadi reporterbrbrbrmau masak masak di istanah kah,"['ngapain', 'bobon', 'reporterbrbrbrmau', 'masak', 'masak', 'istanah', 'kah']"
ketua mpr salah penyebutan masa jabatan prabowo dan gibran    ,"['ketua', 'mpr', 'salah', 'sebut', 'jabat', 'prabowo', 'gibran']"
pak amin rais ngapain di situ ntar ngerusuh,"['amin', 'rais', 'ngapain', 'situ', 'ntar', 'ngerusuh']"
amin rias dan kawan goodbye ,"['amin', 'rias', 'kawan', 'goodbye']"
alhamdulillah selamat bekerja prabowo gibran utk bangsa ini aamiin ,"['alhamdulillah', 'selamat', 'prabowo', 'gibran', 'utk', 'bangsa', 'aamiin']"
congratulation untuk pak prabowo dan pak gibran brbrsmg setiap langkah anda memimpin penuh bimbingan dari ilahi karena keikhlasan hati dan mulianya hati anda paksmg selalu sehat panjang umur dan membawa indonesia menjadi lebih baik lebih maju lebih bermartabat dan menjadi negara yang dicintai allah baladun wa robbun ghofur amin,"['congratulation', 'prabowo', 'gibran', 'brbrsmg', 'langkah', 'pimpin', 'penuh', 'bimbing', 'ilahi', 'ikhlas', 'hati', 'mulia', 'hati', 'paksmg', 'sehat', 'umur', 'bawa', 'indonesia', 'maju', 'martabat', 'negara', 'cinta', 'allah', 'baladun', 'wa', 'robbun', 'ghofur', 'amin']"
suatu kebetulan bahwa kejadian pelantikan n pergantian pimpinan atau presiden ke  da ganti dengan presiden yg ke  yairu pda tgl  okt  adlah menjadi kebahagian tersendiri kerna pda tanggal peegantian tersebut juga kebetulan hari kelahiran saya taitu  okt  thun lahir sta yg ganjil semoga awal mula kebangkitan negara nusantara ini menjadi kebanggaan kekuatan bangsa ini menuju kejayaan amin,"['jadi', 'lantik', 'n', 'ganti', 'pimpin', 'presiden', 'da', 'ganti', 'presiden', 'yg', 'yairu', 'pda', 'tgl', 'okt', 'adlah', 'kebahagian', 'sendiri', 'kerna', 'pda', 'tanggal', 'peegantian', 'lahir', 'taitu', 'okt', 'thun', 'lahir', 'sta', 'yg', 'ganjil', 'moga', 'bangkit', 'negara', 'nusantara', 'bangga', 'kuat', 'bangsa', 'jaya', 'amin']"
salut dan terharubenget dgn pidato pertama pak prabowo sbagai president smpai menetaskan air mata tanpa d sadari,"['salut', 'terharubenget', 'dgn', 'pidato', 'prabowo', 'sbagai', 'president', 'smpai', 'tetas', 'air', 'mata', 'd', 'sadar']"
hah yang baju mrah sama gibran itu siapa ,"['hah', 'baju', 'mrah', 'gibran']"
tahniah kepada pak probowo subianto,"['tahniah', 'probowo', 'subianto']"
congratulations sir,"['congratulations', 'sir']"
trimkasih tiada terhingga kepada bapak presiden ri jokowidodo beserta wakil atas dedikasinya untuk indonesiasmg segala bentuk upaya memajukan indonesia selama ini menghantarkan pada ridho illahi amin,"['trimkasih', 'tiada', 'hingga', 'presiden', 'ri', 'jokowidodo', 'serta', 'wakil', 'dedikasi', 'indonesiasmg', 'bentuk', 'upaya', 'maju', 'indonesia', 'hantar', 'ridho', 'illahi', 'amin']"
terimakasih pak jokowi untuk th ,"['terimakasih', 'jokowi', 'th']"
terima kasihbapak joko widodo,"['terima', 'kasihbapak', 'joko', 'widodo']"
pak jokowi keren sih istri anak menantu bersatu di panggung no satu ,"['jokowi', 'keren', 'sih', 'istri', 'anak', 'menantu', 'satu', 'panggung', 'no']"
baru kali ini pergantian presiden rasanya sedih makasih ya pak jokowi ,"['kali', 'ganti', 'presiden', 'sedih', 'makasih', 'ya', 'jokowi']"
 ,[]
sehat trs pak prabowo ,"['sehat', 'trs', 'prabowo']"
baru pertama kali dalam sejarah pemerintahan indonesia pelantikan presiden amp wakil presiden bapak amp anak dalam  panggung momen penting ,"['kali', 'sejarah', 'perintah', 'indonesia', 'lantik', 'presiden', 'amp', 'wakil', 'presiden', 'amp', 'anak', 'panggung', 'momen']"
yang terpenting gada janggar disana udah bagus,"['penting', 'gada', 'janggar', 'sana', 'udah', 'bagus']"
nkri jaya,"['nkri', 'jaya']"
walaupun saya tidak memilih bapktapi bangga atas ketegasan bpksemoga sehat selalu bpk,"['pilih', 'bapktapi', 'bangga', 'tegas', 'bpksemoga', 'sehat', 'bpk']"
finally pak prabowo u did it ,"['finally', 'prabowo', 'u', 'did', 'it']"
merinding mendengar pidato perdana bapak presiden pidato yang sangat berkelas menunjukkan kecerdasan wawasan yang sangat luas empati  ketegasan dan rasa percaya diri beliau yang besar selamat pak,"['merinding', 'dengar', 'pidato', 'perdana', 'presiden', 'pidato', 'kelas', 'cerdas', 'wawas', 'luas', 'empati', 'tegas', 'percaya', 'beliau', 'selamat']"
ketar ketir,"['ketar', 'tir']"
worldwhisperssiapa yg ketar ketir tuh,"['worldwhisperssiapa', 'yg', 'ketar', 'tir', 'tuh']"
selamat pak prabowo menjadi presiden republik indonesia yang ke   semoga amanah dan sehat selalu,"['selamat', 'prabowo', 'presiden', 'republik', 'indonesia', 'moga', 'amanah', 'sehat']"
selamat bekerja bapak presiden probowo dan wakil ny semoga amanah dan menjadikan negara ini lbh makmur aman sejahtera aminn ya allah,"['selamat', 'presiden', 'probowo', 'wakil', 'ny', 'moga', 'amanah', 'jadi', 'negara', 'lbh', 'makmur', 'aman', 'sejahtera', 'aminn', 'ya', 'allah']"
rakyat seperti saya hanya angan angan bisa lihat kemewahan pada saat ini  di balik kebahagiaan pemerintah kami rakyat kecil meminta kpd allah agar selalu amanah dan lihatlah kebawah rakyatmu sedang tidak baik baik saja,"['rakyat', 'angan', 'angan', 'lihat', 'mewah', 'bahagia', 'perintah', 'rakyat', 'kpd', 'allah', 'amanah', 'lihat', 'bawah', 'rakyat']"
meek amp elegant,"['meek', 'amp', 'elegant']"
terimakasih pak jokowibrselamat memimpin pak prabowo,"['terimakasih', 'jokowibrselamat', 'pimpin', 'prabowo']"
bukan presiden kedelapan tololtapi presiden republik indonesia,"['presiden', 'delap', 'tololtapi', 'presiden', 'republik', 'indonesia']"
alhamdulillah saya yakin bapak prabowo akan membawa indonesia lebih baik lagi,"['alhamdulillah', 'prabowo', 'bawa', 'indonesia']"
sukses pak prabowo ,"['sukses', 'prabowo']"
pidato nya sangat bagusbrbrterutama di awal brbrsegala idealisme keberanian serta kepedulianbrbrgazz deh pak prabbrbrkarena koruptor dan mafia di negara ini sudah sudah sangat sangat ke terlalu an pakbrbrsebelum negara ini hancur karena ketamakan segelintir orang brbrterutama aparatur khususnya penegak hukumbrbrbrbpk seorang jenderal yang di segani masa iya tidak mampubrbrdan yang skr yang terang benderang adalah kasus  terpidana seumur hidup yang msh mendekam di dlm penjara pakbrbrdan aparat yang di duga merekayasa msh hidup normalmakan enakdan msh menikmati uang dr pajak rakyat yang baik baik ,"['pidato', 'nya', 'bagusbrbrterutama', 'brbrsegala', 'idealisme', 'berani', 'kepedulianbrbrgazz', 'deh', 'prabbrbrkarena', 'koruptor', 'mafia', 'negara', 'an', 'pakbrbrsebelum', 'negara', 'hancur', 'tamak', 'gelintir', 'orang', 'brbrterutama', 'aparatur', 'tegak', 'hukumbrbrbrbpk', 'jenderal', 'segani', 'iya', 'mampubrbrdan', 'skr', 'terang', 'benderang', 'pidana', 'umur', 'hidup', 'msh', 'dekam', 'dlm', 'penjara', 'pakbrbrdan', 'aparat', 'duga', 'rekayasa', 'msh', 'hidup', 'normalmakan', 'enakdan', 'msh', 'nikmat', 'uang', 'dr', 'pajak', 'rakyat']"
terima kasih pak  jokowi ,"['terima', 'kasih', 'jokowi']"
semoga pakprabowo di beri lindungan sama allah swt,"['moga', 'pakprabowo', 'lindung', 'allah', 'swt']"
knp pak soeharto g disebut ya,"['knp', 'soeharto', 'g', 'ya']"
menyala,['nyala']
wah istri pak wakil mewah banget oe,"['istri', 'wakil', 'mewah', 'banget', 'oe']"
saya pribadi mendukung youtube sekretariat presiden sebagai sarana pemersatu ri dan totonan terbaik untuk rakyat ri saya bangga dengan merah putih ,"['pribadi', 'dukung', 'youtube', 'sekretariat', 'presiden', 'sarana', 'satu', 'ri', 'totonan', 'baik', 'rakyat', 'ri', 'bangga', 'merah', 'putih']"
sangat setujuu,['setujuu']
semoga bapak prabowo dan mas gibran selalu dilindungi tuhan yang maha kuasa dalam memimpin indonesia,"['moga', 'prabowo', 'mas', 'gibran', 'lindung', 'tuhan', 'maha', 'kuasa', 'pimpin', 'indonesia']"
semoga bpk prabowo dgn amanah rakyat kecil,"['moga', 'bpk', 'prabowo', 'dgn', 'amanah', 'rakyat']"
dan lebih baik dr presiden yg sebelumnya hrs yg terbaik,"['dr', 'presiden', 'yg', 'hrs', 'yg', 'baik']"
omamariamiin,['omamariamiin']
alhamdulillah selamat untuk bapak presiden prabowo,"['alhamdulillah', 'selamat', 'presiden', 'prabowo']"
di sayangkan presiden mega wati kok nggak hadir,"['sayang', 'presiden', 'mega', 'wati', 'nggak', 'hadir']"
subhanalloohquotsemoga kedepanya indonesai lebih maju dalam lindungan hidayah  yg agung gusti alloohu swt quotlebih di seganni negara x dunia aamiin allohummaa amminn   doanusantara indonesai emas amp ttp maju ke depaannkr merdekax aamiin,"['subhanalloohquotsemoga', 'depa', 'indonesai', 'maju', 'lindung', 'hidayah', 'yg', 'agung', 'gusti', 'alloohu', 'swt', 'quotlebih', 'seganni', 'negara', 'x', 'dunia', 'aamiin', 'allohummaa', 'amminn', 'doanusantara', 'indonesai', 'emas', 'amp', 'ttp', 'maju', 'depaannkr', 'merdekax', 'aamiin']"
terimakasi pa jokowislamat bekerja dan melayani bapak prabowo gibran,"['terimakasi', 'pa', 'jokowislamat', 'layan', 'prabowo', 'gibran']"
citarasa pak soekarno jilid ii cerdas pergaulan internasional luas cakap dan bermartabat di dunia internasional,"['citarasa', 'soekarno', 'jilid', 'ii', 'cerdas', 'gaul', 'internasional', 'luas', 'cakap', 'martabat', 'dunia', 'internasional']"
dan untuk bapak jokowi kami tidak pernah akan lupa atas jasa jasanya untuk bangsa indonesia,"['jokowi', 'lupa', 'jasa', 'jasa', 'bangsa', 'indonesia']"
komeng hadir ga,"['komeng', 'hadir', 'ga']"
hadir,['hadir']
wakil nya ngajis fufu fafa org rasis hidp warga sex bebas negara islam hdp sex bebas kalimt gibran susu artis x dah jelas dya munafik,"['wakil', 'nya', 'ngajis', 'fufu', 'fafa', 'org', 'ras', 'hidp', 'warga', 'sex', 'bebas', 'negara', 'islam', 'hdp', 'sex', 'bebas', 'kalimt', 'gibran', 'susu', 'artis', 'x', 'dah', 'dya', 'munafik']"
kami rakyat indonesia cuma butuh bukti pak bkan segudang janji jgn sampai negara tercinta ini hancur krn pemimpin yg korup dan cuma mementingkan kantong pribadinya bgtu jg semua menteri nya,"['rakyat', 'indonesia', 'butuh', 'bukti', 'bkan', 'gudang', 'janji', 'jgn', 'negara', 'cinta', 'hancur', 'krn', 'pimpin', 'yg', 'korup', 'penting', 'kantong', 'pribadi', 'bgtu', 'jg', 'menteri', 'nya']"
semoga engkau benar bisa menuntaskan tugasmu dan menjalankan sumapahmu wahai presiden ke ri,"['moga', 'engkau', 'tuntas', 'tugas', 'jalan', 'sumapahmu', 'presiden', 'ri']"
prabowo dilantik menjadi presiden ke ri,"['prabowo', 'lantik', 'presiden', 'ri']"
selamat bertugas untuk pak prabowo dan tetap sehat selalu,"['selamat', 'tugas', 'prabowo', 'sehat']"
prabowo dalam pidato perdana,"['prabowo', 'pidato', 'perdana']"
a href cerah banget langit jakarta ,"['a', 'href', 'cerah', 'banget', 'langit', 'jakarta']"
terimakasih untuk pak jokowi yg udah mimpin negara ini  periodebrdan selamat bertugas untuk pak prabowo  gibran brsemoga indonesia akan lebih maju ke depannya ,"['terimakasih', 'jokowi', 'yg', 'udah', 'mimpin', 'negara', 'periodebrdan', 'selamat', 'tugas', 'prabowo', 'gibran', 'brsemoga', 'indonesia', 'maju', 'depan']"
brbrdi menit itu hati patriot merasakan kesedihan,"['brbrdi', 'menit', 'hati', 'patriot', 'rasa', 'sedih']"
terima kasih banyak bpk jokowi yg membuat indonesia lebih baik dan semakin dihormati negara di dunia selamat beristirahat serta menikmati masa pensiun semoga tuhan selalu melindungi bpk dan keluarga ,"['terima', 'kasih', 'bpk', 'jokowi', 'yg', 'indonesia', 'hormat', 'negara', 'dunia', 'selamat', 'istirahat', 'nikmat', 'pensiun', 'moga', 'tuhan', 'lindung', 'bpk', 'keluarga']"
jika masih ada juga yg tidak suka dg pidato pertama persesmian bapak prabowo yg bikin terharu dan bahasa yg real dri hati beliau dan bahasa tanpa rekayasa wajib bertanya dg diri sendiri saya pribadi bangga dg pak presiden jokowi dan pak presiden prabowo  doa terbaik buat pak presiden  dan ,"['yg', 'suka', 'dg', 'pidato', 'persesmian', 'prabowo', 'yg', 'bikin', 'haru', 'bahasa', 'yg', 'real', 'dri', 'hati', 'beliau', 'bahasa', 'rekayasa', 'wajib', 'dg', 'pribadi', 'bangga', 'dg', 'presiden', 'jokowi', 'presiden', 'prabowo', 'doa', 'baik', 'presiden']"
setuju banget,"['tuju', 'banget']"
selamat kepada bapak probowo dan gibran dan terimakasih kpd bapak jokowi dan maruf amin,"['selamat', 'probowo', 'gibran', 'terimakasih', 'kpd', 'jokowi', 'maruf', 'amin']"
selamat memangku jabatan presiden bpk prabowo subianto dan wakil presiden mas gibran rakabuming raka semoga selalu diberi kesehatan dan bisa menjalankan tugas dgn lancar serta indonesia bisa mencapai masa jaya dan indonesia emas,"['selamat', 'memang', 'jabat', 'presiden', 'bpk', 'prabowo', 'subianto', 'wakil', 'presiden', 'mas', 'gibran', 'rakabuming', 'raka', 'moga', 'sehat', 'jalan', 'tugas', 'dgn', 'lancar', 'indonesia', 'capai', 'jaya', 'indonesia', 'emas']"
selamat bertugas jendral probowo semoga selalu diberikan kesehatan untuk memimpin negri ,"['selamat', 'tugas', 'jendral', 'probowo', 'moga', 'sehat', 'pimpin', 'negri']"
meskipun jokowi pensiun yg penting masi ada keluarga nya yg nerusin dan itu anaknya sendiri kalau bisa sampe seterusnya keluarga jokowi yg nerusin di kepresidenanwakilnya,"['jokowi', 'pensiun', 'yg', 'mas', 'keluarga', 'nya', 'yg', 'nerusin', 'anak', 'sampe', 'keluarga', 'jokowi', 'yg', 'nerusin', 'kepresidenanwakilnya']"
trimakasi pak jokowidodo nama harum untuk dikenang sampai akhir hidup dan semoga hari hari tuamu bersama keluarga dan cucumu selalu diberkati  tuhan,"['trimakasi', 'jokowidodo', 'nama', 'harum', 'kenang', 'hidup', 'moga', 'tua', 'keluarga', 'cucu', 'kati', 'tuhan']"
terima kasih pakjokowi atas segala yg bapak berikan utk bangsa ini brsehat selalu bapak brselamat bertugas pakprabowo semoga indonesia makin di pandang oleh dunia atas kepimpinan bapak,"['terima', 'kasih', 'pakjokowi', 'yg', 'utk', 'bangsa', 'brsehat', 'brselamat', 'tugas', 'pakprabowo', 'moga', 'indonesia', 'pandang', 'dunia', 'pimpin']"
jadi istri pejabatcapek deh,"['istri', 'pejabatcapek', 'deh']"
pak prabowo ,['prabowo']
apal semua coo,"['apal', 'coo']"
serahterima  presiden yg bikin terharusampai meneteskan air matasemoga ini pertanda yg sangat bagus untuk indonesia yg lebih majurukun dan damai,"['serahterima', 'presiden', 'yg', 'bikin', 'terharusampai', 'tetes', 'air', 'matasemoga', 'tanda', 'yg', 'bagus', 'indonesia', 'yg', 'majurukun', 'damai']"
adakah presiden yang memberi pinjaman modal secara merata dan syarat yang gak ribet negara kocak,"['ada', 'presiden', 'pinjam', 'modal', 'rata', 'syarat', 'gak', 'ribet', 'negara', 'kocak']"
a href disorakin hahahahaha,"['a', 'href', 'disorakin', 'hahahahaha']"
bagus banget pidatonya,"['bagus', 'banget', 'pidato']"
secara tidak langsung bapak prabowo subianto menyindir masa kepemimpinan jokowi yg belum bisa memberikan hak wong cilik semoga apa yg di katakan bapak prabowo subianto dapat beliau wujud kan di masa kepemimpinan nya,"['langsung', 'prabowo', 'subianto', 'sindir', 'pimpin', 'jokowi', 'yg', 'hak', 'cilik', 'moga', 'yg', 'prabowo', 'subianto', 'beliau', 'wujud', 'pimpin', 'nya']"
dan secara tidak langsung bpk presiden menyindir penilaian  dari brsemoga bpk presiden mewujudkan nilai  tidak brkarena kesempurnaan  hanya milik allah,"['langsung', 'bpk', 'presiden', 'sindir', 'nilai', 'brsemoga', 'bpk', 'presiden', 'wujud', 'nilai', 'brkarena', 'sempurna', 'milik', 'allah']"
presiden ,['presiden']
botswana quotas this tree reaches for the heavens let it encourage us always to aim higher and higher in meeting the new challenges which face us as its branches spread so may the cooperation between us spread out and embrace our whole region and our continent of africa nelson mandela kgotla traditional assembly serowe botswana  september ,"['botswana', 'quotas', 'this', 'tree', 'reaches', 'for', 'the', 'heavens', 'let', 'it', 'encourage', 'us', 'always', 'to', 'aim', 'higher', 'and', 'higher', 'in', 'meeting', 'the', 'new', 'challenges', 'which', 'face', 'us', 'as', 'its', 'branches', 'spread', 'so', 'may', 'the', 'cooperation', 'between', 'us', 'spread', 'out', 'and', 'embrace', 'our', 'whole', 'region', 'and', 'our', 'continent', 'of', 'africa', 'nelson', 'mandela', 'kgotla', 'traditional', 'assembly', 'serowe', 'botswana', 'september']"
semoga bisa amanah ya pakk,"['moga', 'amanah', 'ya', 'pakk']"
kok sedih terharu ya pas pidato pak prabowo saat angkat jasa para pejuang petani dan nelayan sehat selalu ya pakkepada pejabat negara saya sebagai rakyat indonesia titip pak prabowo utk selalu hidup salam hormat pak  prabowo jaya selalu,"['sedih', 'haru', 'ya', 'pas', 'pidato', 'prabowo', 'angkat', 'jasa', 'juang', 'tani', 'nelayan', 'sehat', 'ya', 'pakkepada', 'jabat', 'negara', 'rakyat', 'indonesia', 'titip', 'prabowo', 'utk', 'hidup', 'salam', 'hormat', 'prabowo', 'jaya']"
bangsat gua dulu bnci bgt sama pak prabowo  skrng knapa malah jadi cinta banget bangga banget smaa beliau  we love prabowo my president ,"['bangsat', 'gua', 'bnci', 'bgt', 'prabowo', 'skrng', 'knapa', 'cinta', 'banget', 'bangga', 'banget', 'smaa', 'beliau', 'we', 'love', 'prabowo', 'my', 'president']"
dulu krn melihat dr satu sisisaya juga dulu kurang suka sm pak jokowi tp belakangan gak,"['krn', 'dr', 'sisisaya', 'suka', 'sm', 'jokowi', 'tp', 'gak']"
flowers  betul banget bang,"['flowers', 'banget', 'bang']"
selamat bertugas bp pres prabowo subianto wapres gibran raka semoga indonesia smkn maju ,"['selamat', 'tugas', 'bp', 'pres', 'prabowo', 'subianto', 'wapres', 'gibran', 'raka', 'moga', 'indonesia', 'smkn', 'maju']"
ks a quotwhen we dehumanise and demonise our opponents we abandon the possibility of peacefully resolving our differences and seek to justify violence against themquot nelson mandela during the award of a national order to prince bandar bin sultan saudi arabian ambassador to the united states and to professor jakes gerwel cape town  may ,"['ks', 'a', 'quotwhen', 'we', 'dehumanise', 'and', 'demonise', 'our', 'opponents', 'we', 'abandon', 'the', 'possibility', 'of', 'peacefully', 'resolving', 'our', 'differences', 'and', 'seek', 'to', 'justify', 'violence', 'against', 'themquot', 'nelson', 'mandela', 'during', 'the', 'award', 'of', 'a', 'national', 'order', 'to', 'prince', 'bandar', 'bin', 'sultan', 'saudi', 'arabian', 'ambassador', 'to', 'the', 'united', 'states', 'and', 'to', 'professor', 'jakes', 'gerwel', 'cape', 'town', 'may']"
malawi quotthere is still too much suffering on our continent that could have been prevented by leadership which put the interests of the people supreme the conflict war and instability in many parts of our continent must in great measure be blamed on an absence of leaders who are capable of or willing to subject personal and sectional considerations to the wellbeing and common good of the peoplequot nelson mandela upon receiving the order of the lion of malawi from president bakili muluzi malawi may ,"['malawi', 'quotthere', 'is', 'still', 'too', 'much', 'suffering', 'on', 'our', 'continent', 'that', 'could', 'have', 'been', 'prevented', 'by', 'leadership', 'which', 'put', 'the', 'interests', 'of', 'the', 'people', 'supreme', 'the', 'conflict', 'war', 'and', 'instability', 'in', 'many', 'parts', 'of', 'our', 'continent', 'must', 'in', 'great', 'measure', 'be', 'blamed', 'on', 'an', 'absence', 'of', 'leaders', 'who', 'are', 'capable', 'of', 'or', 'willing', 'to', 'subject', 'personal', 'and', 'sectional', 'considerations', 'to', 'the', 'wellbeing', 'and', 'common', 'good', 'of', 'the', 'peoplequot', 'nelson', 'mandela', 'upon', 'receiving', 'the', 'order', 'of', 'the', 'lion', 'of', 'malawi', 'from', 'president', 'bakili', 'muluzi', 'malawi', 'may']"
